post_id,url,forum,queued_at,post_date,tag
1776952851,https://www.ptt.cc/bbs/Japan_Travel/M.1776952851.A.AE2.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-23,分享
1776730513,https://www.ptt.cc/bbs/Japan_Travel/M.1776730513.A.294.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-21,問題
1776759104,https://www.ptt.cc/bbs/Japan_Travel/M.1776759104.A.757.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-21,問題
1776765070,https://www.ptt.cc/bbs/Japan_Travel/M.1776765070.A.E04.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-21,遊記
1776765634,https://www.ptt.cc/bbs/Japan_Travel/M.1776765634.A.43B.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-21,遊記
1776770871,https://www.ptt.cc/bbs/Japan_Travel/M.1776770871.A.C53.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-21,問題
1776777706,https://www.ptt.cc/bbs/Japan_Travel/M.1776777706.A.96A.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-21,遊記
1776781235,https://www.ptt.cc/bbs/Japan_Travel/M.1776781235.A.F46.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-21,問題
1776787315,https://www.ptt.cc/bbs/Japan_Travel/M.1776787315.A.86F.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-21,遊記
1776836666,https://www.ptt.cc/bbs/Japan_Travel/M.1776836666.A.74A.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-22,遊記
1776578443,https://www.ptt.cc/bbs/Japan_Travel/M.1776578443.A.329.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-19,遊記
1776580180,https://www.ptt.cc/bbs/Japan_Travel/M.1776580180.A.496.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-19,問題
1776582470,https://www.ptt.cc/bbs/Japan_Travel/M.1776582470.A.86F.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-19,問題
1776582751,https://www.ptt.cc/bbs/Japan_Travel/M.1776582751.A.E04.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-19,問題
